show_id,type,title,director,country,date_added,release_year,rating,listed_in,year_added,month_added,duration_value,duration_unit,genre_count
s134,Movie,Chappie,Neill Blomkamp,South Africa,01-09-2021,2015,R,"Action & Adventure, Sci-Fi & Fantasy",2021,9,121,min,2
s153,Movie,Janoskians: Untold and Untrue,Brett Weiner,United States,01-09-2021,2016,TV-MA,Comedies,2021,9,88,min,1
s1039,Tv Show,Dancing Angels,Unknown,Pakistan,15-04-2021,2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies",2021,4,1,season,3
s1083,Tv Show,Don't be the First one,Unknown,Pakistan,11-04-2021,2021,TV-14,"International TV Shows, Reality TV",2021,4,1,season,2
s1095,Tv Show,The Wedding Coach,Unknown,Pakistan,07-04-2021,2021,TV-MA,"Reality TV, Romantic TV Shows",2021,4,1,season,2
s1096,Tv Show,This Is a Robbery: The World's Biggest Art Heist,Unknown,Pakistan,07-04-2021,2021,TV-MA,"Crime TV Shows, Docuseries, TV Mysteries",2021,4,1,season,3
s1117,Tv Show,Glimpses of a Future,Unknown,Pakistan,01-04-2021,2020,TV-PG,"Docuseries, International TV Shows",2021,4,1,season,2
s1181,Tv Show,Alien TV,Unknown,Pakistan,19-03-2021,2021,TV-Y7,"Kids' TV, TV Comedies",2021,3,2,season,2
s1225,Tv Show,Last Chance U: Basketball,Unknown,Pakistan,10-03-2021,2021,TV-MA,Docuseries,2021,3,1,season,1
s1226,Tv Show,Marriage or Mortgage,Unknown,Pakistan,10-03-2021,2021,TV-G,"Reality TV, Romantic TV Shows",2021,3,1,season,2
s1236,Tv Show,Pokémon Journeys: The Series,Unknown,Pakistan,05-03-2021,2021,TV-Y7,"Anime Series, Kids' TV, TV Action & Adventure",2021,3,4,season,3
s131,Movie,Barbie Big City Big Dreams,Scott Pleydell-Pearce,Unknown,01-09-2021,2021,TV-Y,"Children & Family Movies, Music & Musicals",2021,9,63,min,2
s135,Movie,Clear and Present Danger,Phillip Noyce,United States,01-09-2021,1994,PG-13,"Action & Adventure, Dramas",2021,9,142,min,2
s136,Movie,Cliffhanger,Renny Harlin,United States,01-09-2021,1993,R,Action & Adventure,2021,9,113,min,1
s137,Movie,Cold Mountain,Anthony Minghella,United States,01-09-2021,2003,R,"Dramas, Romantic Movies",2021,9,154,min,2
s138,Movie,Crocodile Dundee in Los Angeles,Simon Wincer,Australia,01-09-2021,2001,PG,"Action & Adventure, Comedies",2021,9,95,min,2
s139,Movie,Dear John,Lasse Hallström,United States,01-09-2021,2010,PG-13,"Dramas, Romantic Movies",2021,9,108,min,2
s140,Movie,Do the Right Thing,Spike Lee,United States,01-09-2021,1989,R,"Classic Movies, Comedies, Dramas",2021,9,120,min,3
s141,Movie,"El patrón, radiografía de un crimen",Sebastián Schindel,Argentina,01-09-2021,2014,TV-MA,"Dramas, International Movies, Thrillers",2021,9,100,min,3
s142,Movie,Extraction,Steven C. Miller,United States,01-09-2021,2015,R,Action & Adventure,2021,9,82,min,1
s143,Movie,Freedom Writers,Richard LaGravenese,Germany,01-09-2021,2007,PG-13,Dramas,2021,9,124,min,1
s144,Movie,Green Lantern,Martin Campbell,United States,01-09-2021,2011,PG-13,"Action & Adventure, Sci-Fi & Fantasy",2021,9,114,min,2
s145,Movie,House Party,Reginald Hudlin,United States,01-09-2021,1990,R,"Comedies, Cult Movies",2021,9,104,min,2
s146,Movie,House Party 2,"George Jackson, Doug McHenry",United States,01-09-2021,1991,R,"Comedies, Cult Movies, Music & Musicals",2021,9,94,min,3
s147,Movie,House Party 3,Eric Meza,United States,01-09-2021,1994,R,"Comedies, Music & Musicals",2021,9,94,min,2
s1263,Movie,Ginny & Georgia - The Afterparty,Unknown,Pakistan,26-02-2021,2021,TV-MA,"Comedies, Dramas",2021,2,35,min,2
s150,Movie,I Got the Hook Up,Michael Martin,United States,01-09-2021,1998,R,"Action & Adventure, Comedies",2021,9,93,min,2
s151,Movie,In Too Deep,Michael Rymer,United States,01-09-2021,1999,R,Thrillers,2021,9,97,min,1
s152,Movie,Initial D,"Andrew Lau Wai-keung, Alan Mak",China,01-09-2021,2005,TV-14,"Action & Adventure, International Movies",2021,9,109,min,2
s1272,Tv Show,The Last Bastion,Unknown,Pakistan,25-02-2021,2018,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",2021,2,1,season,3
s1300,Tv Show,Thus Spoke Kishibe Rohan,Unknown,Pakistan,18-02-2021,2021,TV-MA,"Anime Series, International TV Shows",2021,2,1,season,2
s1443,Tv Show,Korean Pork Belly Rhapsody,Unknown,Pakistan,04-01-2021,2020,TV-G,"Docuseries, International TV Shows",2021,1,1,season,2
s156,Movie,Labyrinth,Jim Henson,United Kingdom,01-09-2021,1986,PG,"Action & Adventure, Children & Family Movies, Cult Movies",2021,9,101,min,3
s157,Movie,Letters to Juliet,Gary Winick,United States,01-09-2021,2010,PG,"Comedies, Dramas, Romantic Movies",2021,9,105,min,3
s158,Movie,Level 16,Danishka Esterhazy,Canada,01-09-2021,2018,TV-14,"Sci-Fi & Fantasy, Thrillers",2021,9,102,min,2
s159,Movie,Love Don't Cost a Thing,Troy Byer,United States,01-09-2021,2003,PG-13,"Comedies, Romantic Movies",2021,9,101,min,2
s160,Movie,Love in a Puff,Pang Ho-cheung,Hong Kong,01-09-2021,2010,TV-MA,"Comedies, Dramas, International Movies",2021,9,103,min,3
s1463,Tv Show,Running Man,Unknown,Pakistan,01-01-2021,2020,TV-Y7,"Kids' TV, TV Comedies",2021,1,1,season,2
s162,Movie,Mars Attacks!,Tim Burton,United States,01-09-2021,1996,PG-13,"Comedies, Cult Movies, Sci-Fi & Fantasy",2021,9,106,min,3
s163,Movie,Marshall,Reginald Hudlin,United States,01-09-2021,2017,PG-13,Dramas,2021,9,118,min,1
s164,Movie,My Boss's Daughter,David Zucker,United States,01-09-2021,2003,R,"Comedies, Romantic Movies",2021,9,86,min,2
s165,Movie,Mystery Men,Kinka Usher,United States,01-09-2021,1999,PG-13,"Action & Adventure, Comedies",2021,9,121,min,2
s1472,Movie,Best of Stand-Up 2020,Unknown,Pakistan,31-12-2020,2020,TV-MA,Stand-Up Comedy,2020,12,77,min,1
s167,Movie,Once Upon a Time in America,Sergio Leone,Italy,01-09-2021,1984,R,"Classic Movies, Dramas",2021,9,229,min,2
s168,Movie,Open Season 2,"Matthew O'Callaghan, Todd Wilderman",United States,01-09-2021,2008,PG,"Children & Family Movies, Comedies",2021,9,76,min,2
s169,Movie,Osmosis Jones,"Bobby Farrelly, Peter Farrelly",United States,01-09-2021,2001,PG,"Action & Adventure, Children & Family Movies, Comedies",2021,9,95,min,3
s170,Movie,Poseidon,Wolfgang Petersen,United States,01-09-2021,2006,PG-13,"Action & Adventure, Dramas",2021,9,98,min,2
s1483,Tv Show,Transformers: War for Cybertron: Earthrise,Unknown,Pakistan,30-12-2020,2020,TV-Y7,Anime Series,2020,12,1,season,1
s1586,Tv Show,Manhunt: Deadly Games,Unknown,Pakistan,07-12-2020,2020,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",2020,12,1,season,3
s1597,Tv Show,The Great British Baking Show: Holidays,Unknown,Pakistan,04-12-2020,2020,TV-MA,"British TV Shows, Reality TV",2020,12,3,season,2
s1669,Tv Show,Heart & Soul,Unknown,Pakistan,20-11-2020,2019,TV-14,"International TV Shows, TV Dramas",2020,11,1,season,2
s1746,Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,Unknown,Pakistan,03-11-2020,2020,TV-PG,Documentaries,2020,11,15,min,1
s1779,Tv Show,Kongsuni and Friends,Unknown,Pakistan,30-10-2020,2020,TV-Y,"Kids' TV, Korean TV Shows",2020,10,2,season,2
s1890,Tv Show,Pat a Pat Como,Unknown,Pakistan,03-10-2020,2016,TV-Y,Kids' TV,2020,10,1,season,1
s1891,Tv Show,Qurious Como,Unknown,Pakistan,03-10-2020,2017,TV-Y,Kids' TV,2020,10,1,season,1
s2983,Tv Show,Find Yourself,Unknown,Pakistan,29-01-2020,2020,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",2020,1,1,season,3
s1915,Tv Show,Journey of an African Colony,Unknown,Pakistan,01-10-2020,2018,TV-MA,"Docuseries, International TV Shows",2020,10,1,season,2
s1953,Tv Show,Mighty Little Bheem,Unknown,Pakistan,25-09-2020,2020,TV-Y,"Kids' TV, TV Comedies",2020,9,3,season,2
s171,Movie,Rhyme & Reason,Peter Spirer,United States,01-09-2021,1997,R,"Documentaries, Music & Musicals",2021,9,89,min,2
s172,Movie,Same Kind of Different as Me,Michael Carney,United States,01-09-2021,2017,PG-13,"Dramas, Faith & Spirituality",2021,9,120,min,2
s173,Movie,School of Rock,Richard Linklater,United States,01-09-2021,2003,PG-13,"Comedies, Music & Musicals",2021,9,110,min,2
s174,Movie,Snervous Tyler Oakley,Amy Rice,United States,01-09-2021,2015,PG-13,"Documentaries, LGBTQ Movies",2021,9,83,min,2
s175,Movie,Tears of the Sun,Antoine Fuqua,United States,01-09-2021,2003,R,"Action & Adventure, Dramas",2021,9,121,min,2
s176,Movie,The Blue Lagoon,Randal Kleiser,United States,01-09-2021,1980,R,"Dramas, Romantic Movies",2021,9,105,min,2
s177,Movie,The Golden Child,Michael Ritchie,United States,01-09-2021,1986,PG-13,"Action & Adventure, Comedies",2021,9,94,min,2
s178,Movie,The Guns of Navarone,J. Lee Thompson,United Kingdom,01-09-2021,1961,TV-14,"Action & Adventure, Classic Movies",2021,9,156,min,2
s179,Movie,The Interview,"Evan Goldberg, Seth Rogen",United States,01-09-2021,2014,R,"Action & Adventure, Comedies",2021,9,112,min,2
s180,Movie,The Nutty Professor,Tom Shadyac,United States,01-09-2021,1996,PG-13,"Comedies, Romantic Movies",2021,9,95,min,2
s181,Movie,The Nutty Professor II: The Klumps,Peter Segal,United States,01-09-2021,2000,PG-13,"Comedies, Romantic Movies",2021,9,107,min,2
s183,Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,United States,01-09-2021,2008,PG-13,Comedies,2021,9,114,min,1
s184,Movie,In the Line of Fire,Wolfgang Petersen,United States,31-08-2021,1993,R,"Action & Adventure, Classic Movies",2021,8,129,min,2
s186,Movie,Untold: Crime & Penalties,"Chapman Way, Maclain Way",United States,31-08-2021,2021,TV-MA,"Documentaries, Sports Movies",2021,8,86,min,2
s1957,Movie,Zulu Man in Japan,Unknown,Pakistan,25-09-2020,2019,TV-MA,"Documentaries, International Movies, Music & Musicals",2020,9,44,min,3
s1974,Tv Show,Fukrey Boyzzz,Unknown,Pakistan,19-09-2020,2020,TV-Y,"Kids' TV, TV Comedies",2020,9,1,season,2
s189,Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor",France,28-08-2021,2008,TV-MA,"Comedies, International Movies",2021,8,97,min,2
s2041,Tv Show,Transformers: Cyberverse,Unknown,Pakistan,07-09-2020,2020,TV-Y7,Kids' TV,2020,9,2,season,1
s2059,Tv Show,The Witcher: A Look Inside the Episodes,Unknown,Pakistan,02-09-2020,2020,TV-MA,"Docuseries, TV Sci-Fi & Fantasy",2020,9,1,season,2
s2124,Tv Show,Dérè: An African Tale,Unknown,Pakistan,15-08-2020,2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas",2020,8,1,season,3
s2223,Tv Show,Street Food: Latin America,Unknown,Pakistan,21-07-2020,2020,TV-PG,"Docuseries, Spanish-Language TV Shows",2020,7,1,season,2
s2237,Movie,Little Singham: Legend of Dugabakka,Unknown,Pakistan,15-07-2020,2020,TV-Y7,"Children & Family Movies, Comedies",2020,7,68,min,2
s2336,Movie,Seven (Telugu),Unknown,Pakistan,26-06-2020,2019,TV-14,"Dramas, International Movies, Romantic Movies",2020,6,116,min,3
s191,Movie,Thimmarusu,Sharan Koppisetty,India,28-08-2021,2021,TV-14,"Dramas, International Movies",2021,8,125,min,2
s192,Movie,Wind River,Taylor Sheridan,United Kingdom,28-08-2021,2017,R,"Dramas, Independent Movies",2021,8,107,min,2
s193,Movie,C Kkompany,Sachin Yardi,India,27-08-2021,2008,TV-14,"Action & Adventure, Comedies, International Movies",2021,8,127,min,3
s197,Movie,He's All That,Mark Waters,United States,27-08-2021,2021,TV-14,"Comedies, Romantic Movies",2021,8,92,min,2
s2395,Tv Show,Dating Around,Unknown,Pakistan,12-06-2020,2020,TV-MA,"Reality TV, Romantic TV Shows",2020,6,2,season,2
s196,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,India,27-08-2021,2008,TV-14,"Comedies, Dramas, International Movies",2021,8,128,min,3
s4655,Tv Show,First and Last,Unknown,Pakistan,07-09-2018,2018,TV-MA,Docuseries,2018,9,1,season,1
s199,Tv Show,King of Boys: The Return of the King,Kemi Adetiba,Nigeria,27-08-2021,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",2021,8,1,season,3
s200,Movie,Koi Aap Sa,Partho Mitra,India,27-08-2021,2006,TV-14,"Comedies, Dramas, International Movies",2021,8,135,min,3
s201,Movie,Krishna Cottage,Santram Varma,India,27-08-2021,2004,TV-14,"Action & Adventure, Horror Movies, International Movies",2021,8,124,min,3
s202,Movie,Kucch To Hai,"Anil V. Kumar, Anurag Basu",India,27-08-2021,2003,TV-14,"Dramas, International Movies, Thrillers",2021,8,136,min,3
s203,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,India,27-08-2021,2005,TV-MA,"Comedies, International Movies, Music & Musicals",2021,8,165,min,3
s204,Movie,Kyaa Kool Hain Hum 3,Umesh Ghadge,India,27-08-2021,2016,TV-MA,"Comedies, International Movies",2021,8,124,min,2
s205,Movie,Kyaa Super Kool Hain Hum,Sachin Yardi,India,27-08-2021,2012,TV-MA,"Comedies, International Movies",2021,8,136,min,2
s206,Movie,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,India,27-08-2021,2001,TV-14,"Comedies, International Movies, Sci-Fi & Fantasy",2021,8,150,min,3
s207,Movie,"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,India,27-08-2021,2010,TV-MA,"Dramas, Independent Movies, International Movies",2021,8,112,min,3
s208,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,India,27-08-2021,2008,TV-14,"Action & Adventure, International Movies, Music & Musicals",2021,8,119,min,3
s209,Movie,Once Upon a Time in Mumbaai,Milan Luthria,India,27-08-2021,2010,TV-14,"Dramas, International Movies, Music & Musicals",2021,8,133,min,3
s2496,Tv Show,Especial 20 años Fútbol de Primera,Unknown,Pakistan,20-05-2020,2020,TV-14,"Docuseries, International TV Shows, Spanish-Language TV Shows",2020,5,1,season,3
s2569,Tv Show,Hangar 1: The UFO Files,Unknown,Pakistan,02-05-2020,2015,TV-PG,Docuseries,2020,5,1,season,1
s2570,Tv Show,Hoarders,Unknown,Pakistan,02-05-2020,2020,TV-PG,Reality TV,2020,5,1,season,1
s2575,Tv Show,The Universe: Ancient Mysteries Solved,Unknown,Pakistan,02-05-2020,2015,TV-PG,"Docuseries, Science & Nature TV",2020,5,1,season,2
s2640,Tv Show,دفعة القاهرة,Unknown,Pakistan,25-04-2020,2019,TV-14,"International TV Shows, TV Dramas",2020,4,1,season,2
s2642,Tv Show,DreamWorks Spooky Stories: Volume 2,Unknown,Pakistan,24-04-2020,2011,TV-PG,"Kids' TV, TV Comedies",2020,4,1,season,2
s210,Movie,Once Upon a Time in Mumbai Dobaara!,Milan Luthria,India,27-08-2021,2013,TV-14,"Dramas, International Movies, Music & Musicals",2021,8,142,min,3
s211,Movie,Ragini MMS,Pawan Kripalani,India,27-08-2021,2011,TV-MA,"Horror Movies, International Movies",2021,8,93,min,2
s212,Movie,Ragini MMS 2,Bhushan Patel,India,27-08-2021,2014,TV-MA,"Horror Movies, International Movies",2021,8,113,min,2
s223,Tv Show,Clickbait,Brad Anderson,United States,25-08-2021,2021,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",2021,8,1,season,3
s2700,Tv Show,The Circle France,Unknown,Pakistan,09-04-2020,2020,TV-MA,"International TV Shows, Reality TV",2020,4,1,season,2
s216,Movie,Shootout at Lokhandwala,Apoorva Lakhia,India,27-08-2021,2007,TV-MA,"Action & Adventure, Dramas, International Movies",2021,8,116,min,3
s217,Movie,Shor In the City,"Raj Nidimoru, Krishna D.K.",India,27-08-2021,2011,TV-14,"Comedies, Dramas, Independent Movies",2021,8,106,min,3
s218,Movie,The Dirty Picture,Milan Luthria,India,27-08-2021,2011,TV-14,"Comedies, Dramas, International Movies",2021,8,145,min,3
s2740,Tv Show,Pokémon the Series,Unknown,Pakistan,01-04-2020,2019,TV-Y7,"Anime Series, Kids' TV",2020,4,3,season,2
s2773,Tv Show,Wassup Man GO!,Unknown,Pakistan,27-03-2020,2020,TV-MA,"International TV Shows, Korean TV Shows, Reality TV",2020,3,1,season,3
s2786,Tv Show,Barbie Dreamhouse Adventures: Go Team Roberts,Unknown,Pakistan,21-03-2020,2020,TV-Y,Kids' TV,2020,3,2,season,1
s2788,Tv Show,Archibald's Next Big Thing,Unknown,Pakistan,20-03-2020,2020,TV-Y7,"Kids' TV, TV Comedies",2020,3,2,season,2
s2858,Tv Show,Calico Critters Mini Episodes Clover,Unknown,Pakistan,01-03-2020,2020,TV-Y,Kids' TV,2020,3,1,season,1
s2894,Tv Show,Passion. Panache. Pep,Unknown,Pakistan,21-02-2020,2020,TV-G,"International TV Shows, Reality TV",2020,2,1,season,2
s228,Movie,Really Love,Angel Kristi Williams,United States,25-08-2021,2020,TV-MA,"Dramas, Independent Movies, Romantic Movies",2021,8,95,min,3
s2943,Tv Show,My Holo Love,Unknown,Pakistan,07-02-2020,2020,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",2020,2,1,season,3
s2992,Tv Show,Rise of Empires: Ottoman,Unknown,Pakistan,24-01-2020,2020,TV-MA,Docuseries,2020,1,1,season,1
s3057,Tv Show,Chhota Bheem Kung Fu Dhamaka Series,Unknown,Pakistan,01-01-2020,2019,TV-Y7,Kids' TV,2020,1,1,season,1
s3084,Tv Show,Pucca: Love Recipe,Unknown,Pakistan,31-12-2019,2018,TV-Y7,"Kids' TV, Korean TV Shows",2019,12,1,season,2
s3087,Tv Show,The Degenerates,Unknown,Pakistan,31-12-2019,2019,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",2019,12,2,season,2
s3200,Tv Show,Space Jungle,Unknown,Pakistan,01-12-2019,2016,TV-Y,"Kids' TV, Korean TV Shows, TV Comedies",2019,12,2,season,3
s3217,Tv Show,The Charming Stepmom,Unknown,Pakistan,29-11-2019,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",2019,11,1,season,3
s3398,Movie,ChuChuTV Surprise Eggs Learning Videos (Hindi),Unknown,Pakistan,18-10-2019,2019,TV-Y,Children & Family Movies,2019,10,34,min,1
s3285,Tv Show,Westside Story,Unknown,Pakistan,15-11-2019,2003,TV-14,"International TV Shows, Romantic TV Shows, TV Action & Adventure",2019,11,1,season,3
s3593,Tv Show,Happy Jail,Unknown,Pakistan,14-08-2019,2019,TV-MA,"Crime TV Shows, Docuseries",2019,8,1,season,2
s3358,Tv Show,Sleepless Society: Bedtime Wishes,Unknown,Pakistan,31-10-2019,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",2019,10,1,season,3
s3362,Tv Show,Tunnel,Unknown,Pakistan,30-10-2019,2019,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",2019,10,1,season,3
s3394,Tv Show,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",Unknown,Pakistan,18-10-2019,2019,TV-Y,Kids' TV,2019,10,1,season,1
s3395,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),Unknown,Pakistan,18-10-2019,2019,TV-Y,Children & Family Movies,2019,10,47,min,1
s215,Movie,SAS: Rise of the Black Swan,Magnus Martens,Unknown,27-08-2021,2021,R,"Action & Adventure, International Movies",2021,8,124,min,2
s222,Movie,"Bob Ross: Happy Accidents, Betrayal & Greed",Joshua Rofé,Unknown,25-08-2021,2021,TV-14,Documentaries,2021,8,93,min,1
s224,Tv Show,John of God: The Crimes of a Spiritual Healer,"Mauricio Dias, Tatiana Villela",Unknown,25-08-2021,2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",2021,8,1,season,3
s229,Movie,The November Man,Roger Donaldson,United States,25-08-2021,2014,R,Action & Adventure,2021,8,108,min,1
s230,Movie,The Old Ways,Christopher Alender,United States,25-08-2021,2020,TV-MA,Horror Movies,2021,8,90,min,1
s232,Movie,The Water Man,David Oyelowo,United States,25-08-2021,2021,PG,"Children & Family Movies, Dramas",2021,8,92,min,2
s231,Movie,The River Runner,Rush Sturges,Unknown,25-08-2021,2021,TV-MA,"Documentaries, Sports Movies",2021,8,86,min,2
s234,Movie,Count Me In,Mark Lo,United Kingdom,24-08-2021,2021,TV-MA,"Documentaries, Music & Musicals",2021,8,82,min,2
s236,Movie,Untold: Caitlyn Jenner,Crystal Moselle,Unknown,24-08-2021,2021,TV-PG,"Documentaries, LGBTQ Movies, Sports Movies",2021,8,70,min,3
s241,Movie,The Witcher: Nightmare of the Wolf,Han Kwang Il,Unknown,23-08-2021,2021,TV-MA,"Action & Adventure, Anime Features",2021,8,84,min,2
s245,Movie,Gunshot,Karim El Shenawy,Unknown,20-08-2021,2018,TV-14,"Dramas, International Movies, Thrillers",2021,8,96,min,3
s269,Movie,Unroyal,Moses Inwang,Nigeria,15-08-2021,2020,TV-MA,"Dramas, International Movies",2021,8,97,min,2
s3396,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),Unknown,Pakistan,18-10-2019,2019,TV-Y,Children & Family Movies,2019,10,56,min,1
s248,Movie,Sweet Girl,Brian Andrew Mendoza,United States,20-08-2021,2021,R,"Action & Adventure, Dramas",2021,8,110,min,2
s3397,Movie,ChuChuTV Surprise Eggs Learning Videos (English),Unknown,Pakistan,18-10-2019,2019,TV-Y,Children & Family Movies,2019,10,61,min,1
s3436,Tv Show,Beyblade Burst Turbo,Unknown,Pakistan,10-10-2019,2018,TV-Y7,"Anime Series, Kids' TV",2019,10,1,season,2
s3456,Tv Show,Super Monsters,Unknown,Pakistan,04-10-2019,2019,TV-Y,Kids' TV,2019,10,3,season,1
s3470,Movie,Little Baby Bum: Go Buster,Unknown,Pakistan,01-10-2019,2019,TV-Y,Children & Family Movies,2019,10,58,min,1
s3525,Tv Show,Top Boy,Unknown,Pakistan,13-09-2019,2019,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",2019,9,1,season,3
s3540,Tv Show,Loo Loo Kids: Johny & Friends Musical Adventures,Unknown,Pakistan,01-09-2019,2016,TV-Y,Kids' TV,2019,9,1,season,1
s3563,Tv Show,HERO MASK,Unknown,Pakistan,23-08-2019,2019,TV-14,"Anime Series, Crime TV Shows, International TV Shows",2019,8,2,season,3
s3672,Tv Show,Extreme Engagement,Unknown,Pakistan,12-07-2019,2019,TV-MA,"International TV Shows, Reality TV",2019,7,1,season,2
